Plant,Brand,Product,Material,Description,Stock Qty,Bin NO,Updated Date
F006,PE,RMTTAGS,TBPXHGTS0006N,ATHLETIC PERFORM COLLAR TAG W 25 x L 90,223,,
F006,PE,RMTLABEL,TBPXHTLS0052N,HEAT TRANSFER LABEL ATHLETIC FIT SIZE S,135,S1052,2025-01-16 00:00:00
F006,PE,RMTLABEL,TBPXHTLS0053N,HEAT TRANSFER LABEL ATHLETIC FIT SIZE M,616,S1052,2025-01-16 00:00:00
F006,PE,RMTLABEL,TBPXHTLS0054N,HEAT TRANSFER LABEL ATHLETIC FIT SIZE L,459,S1052,2025-01-16 00:00:00
F006,PE,RMTLABEL,TBPXHTLS0055N,HEAT TRANSFER LABEL ATHLETIC FIT SIZE XL,316,S1052,2025-01-16 00:00:00
F006,PE,RMTLABEL,TBPXHTLS0056N,HEAT TRANSFER LABEL ATHLETIC FIT SIZE XX,329,S1052,2025-01-16 00:00:00
F006,PE,RMTTAGS,TBPXTAG0005N,PE PERFORM COLLECTION TAG W 15 x 50 mm C,910,,
F006,LP,RMTLABEL,TBSCAP0004N,FOX APPLIQUE - OPTION 1 TS 19,131,s0273,2025-03-20 00:00:00
F006,LP,RMTLABEL,TBSCAP0006N,ELEPHANT APPLIQUE - OPTION 3 U1 TS 21,130,S0273,2025-03-20 00:00:00
F006,LP,RMTLABEL,TBSCAP0007N,DINO APPLIQUE - OPTION 4 U1 TS 22,143,S0273,2025-03-20 00:00:00
F006,LP,RMTBTRFLY,TBSCBTF0004N,G3 - Single Butterfly 21 x 3.0 cm ITC Pa,100,,
F006,LP,RMTBUTTON,TBSCBTN00122,SC REAL SHEEL BUTTON 18 Ln,9233,S0283,2025-03-20 00:00:00
F006,LP,RMTBUTTON,TBSCBTN0110N,SC REAL SHELL TROCAS BUTTONS - SD1280 14,1793,S0283,2025-03-20 00:00:00
F006,LP,RMTBUTTON,TBSCBTN0111N,SC REAL SHELL TROCAS BUTTONS - SD1280 18,265,S0283,2025-03-20 00:00:00
F006,LP,RMTBUTTON,TBSCBTN0120N,"SC BUTTON
 Ref - BTN94.916560.55 9861Imi",100742,,
F006,LP,RMTBUTTON,TBSCBTN0121N,"SC BUTTON 
REF - BTN94.916560.55 9861Imi",19870,,
F006,LP,RMTBUTTON,TBSCBTN0126N,SC Shirt BA 6297 White logo BTN 18L,278092,,
F006,LP,RMTBUTTON,TBSCBTN0127N,SC Shirt BA 6297 White logo BTN 14L,14782,,
F006,LP,RMTBUTTON,TBSCBTN0145N,SC 18L Horn 6002,8597,S0408,2025-03-20 00:00:00
F006,LP,RMTBUTTON,TBSCBTN0146N,SC 14L Horn 6002,9611,S0255,2025-03-20 00:00:00
F006,LP,RMTBUTTON,TBSCBTN0156N,SC Perl Navy 18L,10215,S0295,2025-03-20 00:00:00
F006,LP,RMTBUTTON,TBSCBTN0157N,SC Perl Navy 14L,3501,S0295,2025-03-20 00:00:00
F006,LP,RMTBUTTON,TBSCBTN0158N,SC Perl BURGANDY 18L,3888,S0295,2025-03-20 00:00:00
F006,LP,RMTBUTTON,TBSCBTN0159N,SC Perl BURGANDY 14L,180,S0295,2025-03-20 00:00:00
F006,LP,RMTBUTTON,TBSCBTN0160N,SC BOTTLE GREEN 18L,1104,S0295,2025-03-20 00:00:00
F006,LP,RMTBUTTON,TBSCBTN0161N,SC BOTTLE GREEN 14L,180,S0295,2025-03-20 00:00:00
F006,LP,RMTBUTTON,TBSCBTN0183N,SC TRS HORN BTN SZ 18L R 1166 CLR 605,36344,S1545/S0328/S0294,2025-03-20 00:00:00
F006,LP,RMTBUTTON,TBSCBTN0184N,SC Shirt 18l CLR 603 HRN LQARD op2,18860,S0525/S0294,2025-03-20 00:00:00
F006,LP,RMTBUTTON,TBSCBTN0189N,Sc 14L White Poly btn,4500,,
F006,LP,RMTBUTTON,TBSCBTN0190N,Sc 18L White Poly btn,11688,S1545,2025-03-19 00:00:00
F006,LP,RMTBUTTON,TBSCBTN0191N,Sc 14L Pink Poly btn,1000,S0721,2025-02-20 00:00:00
F006,LP,RMTBUTTON,TBSCBTN0192N,Sc 18L Pink Poly btn,7388,S0454,2025-03-18 00:00:00
F006,LP,RMTBUTTON,TBSCBTN0193N,Sc 14L Green Poly btn,1000,S0721,2025-02-20 00:00:00
F006,LP,RMTBUTTON,TBSCBTN0194N,Sc 18L Green Poly btn,7388,S0454,2025-03-18 00:00:00
F006,LP,RMTBUTTON,TBSCBTN0195N,Sc 14L Wine Poly btn,2500,S0299,2025-03-20 00:00:00
F006,LP,RMTBUTTON,TBSCBTN0196N,Sc 18L Wine Poly btn,10000,S0299,2025-03-20 00:00:00
F006,LP,RMTBUTTON,TBSCBTN0197N,Sc 14L LT Blue Poly btn,1500,S0721,2025-02-20 00:00:00
F006,LP,RMTBUTTON,TBSCBTN0198N,Sc 18L LT Blue Poly btn,6000,S1539,2025-03-19 00:00:00
F006,LP,RMTBUTTON,TBSCBTN0199N,Sc 14L LT Navy Poly btn,3500,S0721,2025-02-20 00:00:00
F006,LP,RMTBUTTON,TBSCBTN0200N,Sc 18L LT Navy Poly btn,14300,S0326,2025-03-19 00:00:00
F006,LP,RMPACKGNG,TBSCBX0001N,SC SHIRT BOX YUNO PACK,400,,
F006,LP,RMTCLRTVL,TBSCCLT0007N,G3 CT 50X3.8 CM ITC Paper 500 gsm | Ref,1000,,
F006,LP,RMTLABEL,TBSCML0011N,SC Boxer Main Label,155,S0272,2025-03-20 00:00:00
F006,LP,RMTLABEL,TBSCMNL0009N,SC New Main label,1432,S0230,2025-03-20 00:00:00
F006,LP,RMPACKGNG,TBSCOTH0033N,SC BOXER SHORTS,3700,,
F006,LP,RMTPYBAG,TBSCPBB0015N,SC Boxer poly cover Metro,1500,,
F006,LP,RMTSLUGS,TBSCSLG0005N,SC 100% Cotton Security Seal Tag,22488,,
F006,LP,RMTLABEL,TBSCSPL0001N,SC U 398 GUSSET LABEL Sharman,2969,,
F006,LP,RMTLABEL,TBSCSPL0007N,SC THE HALLOWEEN SHIRT U919,400,S0274,2025-03-20 00:00:00
F006,LP,RMTLABEL,TBSCSPL0008N,SC THE BACHELORS SHIRT  U919,200,S0257,2025-03-20 00:00:00
F006,LP,RMTLABEL,TBSCSPL0009N,SC LA TOMATINA  U919,400,S0274,2025-03-20 00:00:00
F006,LP,RMTLABEL,TBSCSPL0010N,SC DRINK LIKE A GERMAN U919,400,S0274,2025-03-20 00:00:00
F006,LP,RMTLABEL,TBSCSPL0012N,SC ROW YOUR BOAT U919,200,S0274,2025-03-20 00:00:00
F006,LP,RMTLABEL,TBSCSPL0013N,SC BEER - GUSSET LABEL U-915/2,400,S0274,2025-03-20 00:00:00
F006,LP,RMTLABEL,TBSCSPL0014N,SC BOAT - GUSSET LABEL U915/2,200,S0274,2025-03-20 00:00:00
F006,LP,RMTLABEL,TBSCSPL0015N,SC CINNAMON - GUSSET LABEL U915/2,200,S0257,2025-03-20 00:00:00
F006,LP,RMTLABEL,TBSCSPL0016N,SC HALLOWEEN - GUSSET LABEL U915/2,400,S0274,2025-03-20 00:00:00
F006,LP,RMTLABEL,TBSCSPL0017N,SC TOMATINO - GUSSET LABEL U915/2,400,S0274,2025-03-20 00:00:00
F006,LP,RMTLABEL,TBSCSPL0018N,SC GUSSET U915/2,200,S0273,2025-03-20 00:00:00
F006,LP,RMTLABEL,TBSCSPL0019N,SC GUSSET U915/2 Option 2,348,S0257,2025-03-20 00:00:00
F006,LP,RMTLABEL,TBSCSPL0022N,SC GUSSET U915/2 Option 5,200,S0257,2025-03-20 00:00:00
F006,LP,RMTLABEL,TBSCSPL0023N,SC FUN IN SWITZERLAND U919/1,200,S0273,2025-03-20 00:00:00
F006,LP,RMTLABEL,TBSCSPL0024N,SC VERY QUIRKY VERY BRIT U919/1,200,S0273,2025-03-20 00:00:00
F006,LP,RMTLABEL,TBSCSPL0025N,SC SOON IN SPAIN U919/1,400,S0257,2025-03-20 00:00:00
F006,LP,RMTLABEL,TBSCSPL0027N,SC INDIA HAS MY HEART U919/1,200,S0273,2025-03-20 00:00:00
F006,LP,RMTSUPPRT,TBSCSUP0009N,G3Â  Collar Support 36.5 x 2.9 cmÂ  Grey,6609,,
F006,LP,RMTLABEL,TBSCSZL0041N,SC S - Size LabelBoxers & Pyjamas,320,,
F006,LP,RMTLABEL,TBSCSZL0042N,SC M - Size LabelBoxers & Pyjamas,150,,
F006,LP,RMTLABEL,TBSCSZL0043N,SC L - Size LabelBoxers & Pyjamas,1387,,
F006,LP,RMTLABEL,TBSCSZL0044N,SC XL - Size LabelBoxers & Pyjamas,188,,
F006,LP,RMTLABEL,TBSCSZL0045N,SC XXL - Size LabelBoxers & Pyjamas,845,,
F006,LP,RMTLABEL,TBSCSZL0071N,SC Studio SC shirt 39 size slim fit labe,350,S0258,2025-03-20 00:00:00
F006,LP,RMTLABEL,TBSCSZL0072N,SC Studio SC shirt 40 size slim fit labe,650,S0258,2025-03-20 00:00:00
F006,LP,RMTLABEL,TBSCSZL0073N,SC Studio SC shirt 42 size slim fit labe,800,S0258,2025-03-20 00:00:00
F006,LP,RMTLABEL,TBSCSZL0074N,SC Studio SC shirt 44 size slim fit labe,400,S0258,2025-03-20 00:00:00
F006,LP,RMTLABEL,TBSCSZL0075N,SC Studio SC shirt 46 size slim fit labe,175,S0258,2025-03-20 00:00:00
F006,LP,RMTTAGS,TBSCTAG00120,SC for all cato Main Tag,22778,,
F006,LP,RMTTAPE,TBSCTAP0018N,"WOVEN TAPE FOR PIPING
SIZE 1 CM WIDTH",220,,
F006,LP,RMTTAPE,TBSCTAP0023N,SC Orange 12mm  Tape,2385,,
F006,LP,RMPACKGNG,TBSCUCLP0001N,u clip,4330,,
F006,VH,RMTSTICKR,TBVDBCS0083,45mmx100mm plain sticker for BARCODE PB,31141,,
F006,VH,RMTBUTTON,TBVDBTN0050,ISBFR-SHADE-05 16L,135,S1573,2025-01-30 00:00:00
F006,VH,RMTBUTTON,TBVDBTN08838,18L-NLF-128350-UN-NP-4H-F,13880,S0963,2025-01-13 00:00:00
F006,VH,RMTBUTTON,TBVDBTN08839,14L-NLF-128350-UN-NP-4H-F,10080,S1580,2025-01-30 00:00:00
F006,VH,RMTBUTTON,TBVDBTN10258,"PG1100-col103, 14L POLSON",900,S1573,2025-01-30 00:00:00
F006,VH,RMTBUTTON,TBVDBTN2239,16L 4H POLYESTER J-15316  BTN COL WHITE,11972,S0750,2025-01-31 00:00:00
F006,VH,RMTBUTTON,TBVDBTN2254,PL09378COL-WINE COLORBRANDING18L,2860,S1580,2025-01-30 00:00:00
F006,VH,RMTBUTTON,TBVDBTN2257N,v dotPL09378COL-WHITE.NEED BRANDING14L,10224,S1050,2025-01-18 00:00:00
F006,VH,RMTBUTTON,TBVDBTN2313,SHL-RS COL NO - 1- 14L,339,S0734,2025-01-31 00:00:00
F006,VH,RMTBUTTON,TBVDBTN2475N,VD white btn 18L,28800,S0794,2025-03-03 00:00:00
F006,VH,RMTBUTTON,TBVDBTN2476N,VD 14L White buttons bhanu,6192,S0794,2025-03-03 00:00:00
F006,VH,RMTBUTTON,TBVDBTN2483N,"VD POLTB 187,COL-NAVY, 18L",12900,S1591,2025-01-13 00:00:00
F006,VH,RMTBUTTON,TBVDBTN2484N,"VD POLTB 187,COL-NAVY,ï¿½ .14L",3300,S1007,2025-01-21 00:00:00
F006,VH,RMTBUTTON,TBVDBTN2537N,VD PL10354COL-7309 18L,5850,S0736,2025-01-30 00:00:00
F006,VH,RMTBUTTON,TBVDBTN2587N,447 DTM BUTTON WITH RIM-BY VDOT 18L,18350,,
F006,VH,RMTBUTTON,TBVDBTN2645N,Poloson BUTTON REF  PGC 150 Ref  4/1088-,6016,S1581,2025-01-30 00:00:00
F006,VH,RMTBUTTON,TBVDBTN2648N,Poloson BUTTON REF PGC 150 Ref Pantone 1,1800,S0734,2025-01-31 00:00:00
F006,VH,RMTBUTTON,TBVDBTN2726N,5/1576-2018,2700,S1573,2025-01-30 00:00:00
F006,VH,RMTBUTTON,TBVDBTN2727N,5/1576-2018,1100,S1573,2025-01-30 00:00:00
F006,VH,RMTBUTTON,TBVDBTN2750N,VH PG 1215 / colour 104 18L,6900,S0741,2025-01-30 00:00:00
F006,VH,RMTBUTTON,TBVDBTN2751N,VH PG 1215 / colour 104 14L,1600,S1016,2025-01-18 00:00:00
F006,VH,RMTBUTTON,TBVDBTN2754N,VH POLTB 187 18L Black  button Polsan,18500,S0792,2025-03-03 00:00:00
F006,VH,RMTBUTTON,TBVDBTN2755N,VH POLTB 187 14L Black  button Polsan,4600,S0794,2025-03-03 00:00:00
F006,VH,RMTBUTTON,TBVDBTN2757N,VH POLTB 187 14L White button Polsan,9700,S0882,2025-01-22 00:00:00
F006,VH,RMTBUTTON,TBVDBTN2759N,VH POLTB 187 14L Wine button Polsan,116,S0746,2025-01-31 00:00:00
F006,VH,RMTBUTTON,TBVDBTN2788N,VH 28L PL41488 4627,855,S1573,2025-01-30 00:00:00
F006,VH,RMTBUTTON,TBVDBTN2804N,VH POL 1549 POL 1549 18L,6748,S0733,2025-01-04 00:00:00
F006,VH,RMTBUTTON,TBVDBTN2825N,SMN 1413  NAVY 18L,14998,S0753,2025-01-31 00:00:00
F006,VH,RMTBUTTON,TBVDBTN2826N,SMN 1413  NAVY  14L,4958,S0753,2025-01-31 00:00:00
F006,VH,RMTBUTTON,TBVDBTN2830N,SMN 1257 JET BLACK 18L,2000,S0742,2025-01-31 00:00:00
F006,VH,RMTBUTTON,TBVDBTN2831N,SMN 1257 JET BLACK 14L,2000,S0742,2025-01-31 00:00:00
F006,VH,RMTBUTTON,TBVDBTN2846N,SMN 1362 NAVY 18L,71613,S0909,2025-01-24 00:00:00
F006,VH,RMTBUTTON,TBVDBTN2923N,Polson ref POLTB 19563 - Color 505 ( 18L,944,S0741,2025-01-30 00:00:00
F006,VH,RMTBUTTON,TBVDBTN2961N,VH POLTB 187 14L Teal button Polsan,3504,S1030,2025-01-18 00:00:00
F006,VH,RMTBUTTON,TBVDBTN3126N,VH SHRT BTN SZ 18L Bhanu Buttons ref 523,13166,S0926,2025-01-25 00:00:00
F006,VH,RMTBUTTON,TBVDBTN3127N,VH SHRT BTN SZ 14L Bhanu Buttons ref 523,14115,S0926,2025-01-25 00:00:00
F006,VH,RMTBUTTON,TBVDBTN3128N,VH SHRT BTN SZ 18L Bhanu Buttons ref 523,24977,S0971,2025-01-13 00:00:00
F006,VH,RMTBUTTON,TBVDBTN3129N,VH SHRT BTN SZ 14L Bhanu Buttons ref 523,5313,,
F006,VH,RMTBUTTON,TBVDBTN3130N,VH SHRT BTN SZ 18L Bhanu Buttons ref 523,1052,S0907,2025-01-28 00:00:00
F006,VH,RMTBUTTON,TBVDBTN3132N,VH SHRT BTN SZ 18L Bhanu Buttons ref 523,36444,S0969,2025-01-13 00:00:00
F006,VH,RMTBUTTON,TBVDBTN3133N,VH SHRT BTN SZ 14L Bhanu Buttons ref 523,66106,S0952/S0953,2025-01-13 00:00:00
F006,VH,RMTBUTTON,TBVDBTN3134N,VH SHRT BTN SZ 18L Bhanu Buttons ref 523,247501,S0962/S0844,2025-01-13 00:00:00
F006,VH,RMTBUTTON,TBVDBTN3135N,VH SHRT BTN SZ 14L Bhanu Buttons ref 523,875,S1591,2025-01-13 00:00:00
F006,VH,RMTBUTTON,TBVDBTN3136N,VH SHRT BTN SZ 18L Bhanu Buttons ref 523,89699,S0956,2025-01-13 00:00:00
F006,VH,RMTBUTTON,TBVDBTN3138N,VH SHRT BTN SZ 18L Bhanu Buttons ref 523,864,S0734,2025-01-31 00:00:00
F006,VH,RMTBUTTON,TBVDBTN3139N,VH SHRT BTN SZ 14L Bhanu Buttons ref 523,1832,S1576,2025-01-30 00:00:00
F006,VH,RMTBUTTON,TBVDBTN3140N,VH SHRT BTN SZ 18L Bhanu Buttons ref 523,16366,S0925,2025-01-25 00:00:00
F006,VH,RMTBUTTON,TBVDBTN3141N,VH SHRT BTN SZ 14L Bhanu Buttons ref 523,5617,S0893,2025-01-23 00:00:00
F006,VH,RMTBUTTON,TBVDBTN3146N,V DOT SHRT BTN SZ 18L CLR 11 0106 REF 9,92627,S0957/S0948,2025-02-01 00:00:00
F006,VH,RMTBUTTON,TBVDBTN3147N,V DOT SHRT BTN SZ 14L CLR 11 0106 REF 9,24523,S0875,2025-01-22 00:00:00
F006,VH,RMTBUTTON,TBVDBTN3148N,V DOT SHRT BTN SZ 18L CLR 19 4020 REF 9,20684,S0795,
F006,VH,RMTBUTTON,TBVDBTN3150N,V DOT SHRT BTN SZ 18L CLR 19 2620 REF 9,17200,S0745,2025-01-31 00:00:00
F006,VH,RMTBUTTON,TBVDBTN3151N,V DOT SHRT BTN SZ 14L CLR 19 2620 REF 9,2341,S0970,2025-01-13 00:00:00
F006,VH,RMTBUTTON,TBVDBTN3152N,V DOT SHRT BTN SZ 18L CLR 19 1724 REF 9,24376,S0979,2025-01-13 00:00:00
F006,VH,RMTBUTTON,TBVDBTN3153N,V DOT SHRT BTN SZ 14L CLR 19 1724 REF 9,1700,S0929,2025-01-28 00:00:00
F006,VH,RMTBUTTON,TBVDBTN3154N,V DOT SHRT BTN SZ 18L CLR 19 0303 REF 9,85704,S0876/S0937,2025-01-30 00:00:00
F006,VH,RMTBUTTON,TBVDBTN3155N,V DOT SHRT BTN SZ 14L CLR 19 0303 REF 9,15668,S0875,2025-01-22 00:00:00
F006,VH,RMTBUTTON,TBVDBTN3156N,V DOT SHRT BTN SZ 18L CLR WHT REF 9 0120,452120,S0917/S0946/S9047/S0948,2025-01-25 00:00:00
F006,VH,RMTBUTTON,TBVDBTN3157N,V DOT SHRT BTN SZ 14L CLR WHT REF 9 0120,133004,S0929/S0938,2025-01-29 00:00:00
F006,VH,RMTBUTTON,TBVDBTN3209N,V DOT TRS BTN SZ 14L CLR BEIGE REF 10774,1728,S0882,2025-01-22 00:00:00
F006,VH,RMTBUTTON,TBVDBTN3210N,V DOT TRS BTN SZ 20L CLR BEIGE REF 10774,8640,S0919,2025-01-25 00:00:00
F006,VH,RMTBUTTON,TBVDBTN3219N,V DOT TRS BTN SZ 14L CLR NAVY REF 10775,5730,S0882,2025-01-22 00:00:00
F006,VH,RMTBUTTON,TBVDBTN3220N,V DOT TRS BTN SZ 20L CLR NAVY REF 10775,19196,S0854,2025-01-20 00:00:00
F006,VH,RMTBUTTON,TBVDBTN3229N,V DOT TRS BTN SZ 14L CLR OLIVE REF 10803,546,,
F006,VH,RMTBUTTON,TBVDBTN3230N,V DOT TRS BTN SZ 20L CLR OLIVE REF 10803,7100,,
F006,VH,RMTBUTTON,TBVDBTN3234N,V DOT TRS BTN SZ 14L CLR GREY REF 10805,4320,S0794,
F006,VH,RMTBUTTON,TBVDBTN3234N,V DOT TRS BTN SZ 14L CLR GREY REF 10805,4320,S0794,2025-03-03 00:00:00
F006,VH,RMTBUTTON,TBVDBTN3235N,V DOT TRS BTN SZ 20L CLR GREY REF 10805,21600,S0786,
F006,VH,RMTBUTTON,TBVDBTN3239N,V DOT TRS BTN SZ 14L CLR OFF WHT REF 107,2592,S0737,2025-01-30 00:00:00
F006,VH,RMTBUTTON,TBVDBTN3240N,V DOT TRS BTN SZ 20L CLR OFF WHT REF 107,36000,S0970,2025-01-13 00:00:00
F006,VH,RMTBUTTON,TBVDBTN3244N,V DOT TS BTN SZ 14L CLR BRWN REF 10806 R,690,S0737,2025-01-30 00:00:00
F006,VH,RMTBUTTON,TBVDBTN3245N,V DOT TS BTN SZ 20L CLR BRWN REF 10806 R,1916,S0883,2025-01-22 00:00:00
F006,VH,RMTBUTTON,TBVDBTN3274N,V DOT SHRT SZ 14L ART 0760 CLR 16 4013,2200,S0943,2025-01-28 00:00:00
F006,VH,RMTBUTTON,TBVDBTN3361N,VDOT SHRT BTN SZ 18L CLR CHARCOAL RC QLT,8640,S0866,2025-01-21 00:00:00
F006,VH,RMTBUTTON,TBVDBTN3363N,VDOT SHRT BTN SZ 18L CLR BLK RC QLTY REF,37872,S0867,2025-01-21 00:00:00
F006,VH,RMTBUTTON,TBVDBTN3364N,VDOT SHRT BTN SZ 14L CLR BLK RC QLTY REF,8928,S0970,2025-01-13 00:00:00
F006,VH,RMTBUTTON,TBVDBTN3930,vdot sh but black with silver rima 18lin,3355,S0934,2025-01-28 00:00:00
F006,VH,RMTLABEL,TBVDCRL0005N,Washcare label As per swatch,4300,S0971,2025-01-13 00:00:00
F006,VH,RMTLABEL,TBVDCRL0006N,V DLS Wash care label,19099,,
F006,VH,RMTLABEL,TBVDFTL0113N,VD 1819225 slim fit Black Toplight,24184,S1595,2025-01-13 00:00:00
F006,VH,RMTLABEL,TBVDFTL0130N,VH V Dot Shirt Fit label - Black with Go,3400,S1022,2025-01-17 00:00:00
F006,VH,RMTTAGS,TBVDHGT0041N,VH Black with white V Dot,16638,,
F006,VH,RMTTAGS,TBVDHGT0042N,VH Black with Gold V Dot,10721,,
F006,VH,RMTTAGS,TBVDHGT0043N,VH White with Gold V Dot,1078,,
F006,VH,RMTTAGS,TBVDHGT0044N,VH Neon color hangtag,16800,,
F006,VH,RMTTAGS,TBVDHGT0056N,V DOT Hangtag Black with white foil font,3314,,
F006,VH,RMTLABEL,TBVDHTL0186N,VH White Ath Main label   38 Slim Fit,3671,S0904,2025-01-24 00:00:00
F006,VH,RMTLABEL,TBVDHTL0187N,VH White Ath Main label   39 Slim Fit,455,S0904,2025-01-24 00:00:00
F006,VH,RMTLABEL,TBVDHTL0188N,VH White Ath Main label   40 Slim Fit,450,S0904,2025-01-24 00:00:00
F006,VH,RMTLABEL,TBVDHTL0189N,VH White Ath Main label   42 Slim Fit,650,S0904,2025-01-24 00:00:00
F006,VH,RMTLABEL,TBVDHTL0190N,VH White Ath Main label   44 Slim Fit,3159,S0904,2025-01-24 00:00:00
F006,VH,RMTLABEL,TBVDHTL0191N,VH White Ath Main label   46 Slim Fit,3825,S0904,2025-01-24 00:00:00
F006,VH,RMTLABEL,TBVDHTL0202N,VH Black Ath Main label   38 Slim Fit,12081,S0910,2025-01-24 00:00:00
F006,VH,RMTLABEL,TBVDHTL0203N,VH Black Ath Main label   39 Slim Fit,6152,S0908,2025-01-24 00:00:00
F006,VH,RMTLABEL,TBVDHTL0204N,VH Black Ath Main label   40 Slim Fit,5611,S0910,2025-01-24 00:00:00
F006,VH,RMTLABEL,TBVDHTL0205N,VH Black Ath Main label   42 Slim Fit,6175,S0910,2025-01-24 00:00:00
F006,VH,RMTLABEL,TBVDHTL0206N,VH Black Ath Main label   44 Slim Fit,9533,S0910,2025-01-24 00:00:00
F006,VH,RMTLABEL,TBVDHTL0207N,VH Black Ath Main label   46 Slim Fit,13147,S0910,2025-01-24 00:00:00
F006,VH,RMTLABEL,TBVDHTL0218N,VH V DOT HT Black,300,S0904,2025-01-24 00:00:00
F006,VH,RMTLABEL,TBVDHTL0222N,VH Black Ath Main label   38 Skinny,5717,S0932,2025-01-25 00:00:00
F006,VH,RMTLABEL,TBVDHTL0223N,VH Black Ath Main label   39 Skinny,4738,S0744,2025-01-31 00:00:00
F006,VH,RMTLABEL,TBVDHTL0224N,VH Black Ath Main label   40 Skinny,4719,S0744,2025-01-31 00:00:00
F006,VH,RMTLABEL,TBVDHTL0225N,VH Black Ath Main label   42 Skinny,4250,S0744,2025-01-31 00:00:00
F006,VH,RMTLABEL,TBVDHTL0226N,VH Black Ath Main label   44 Skinny,5225,S0932,2025-01-25 00:00:00
F006,VH,RMTLABEL,TBVDHTL0227N,VH Black Ath Main label   46 Skinny,5794,S0932,2025-01-25 00:00:00
F006,VH,RMTLABEL,TBVDHTL0230N,VH White Ath Main label   38 Skinny,316,S0932,2025-01-25 00:00:00
F006,VH,RMTLABEL,TBVDHTL0231N,VH White Ath Main label   39 Skinny,3477,S0932,2025-01-25 00:00:00
F006,VH,RMTLABEL,TBVDHTL0232N,VH White Ath Main label   40 Skinny,5636,S0932,2025-01-25 00:00:00
F006,VH,RMTLABEL,TBVDHTL0233N,VH White Ath Main label   42 Skinny,5560,S0932,2025-01-25 00:00:00
F006,VH,RMTLABEL,TBVDHTL0234N,VH White Ath Main label   44 Skinny,3063,S0932,2025-01-25 00:00:00
F006,VH,RMTLABEL,TBVDHTL0235N,VH White Ath Main label   46 Skinny,829,S0932,2025-01-25 00:00:00
F006,VH,RMTLABEL,TBVDHTL0236N,VH White Ath Main label   48 Skinny,500,S0932,2025-01-25 00:00:00
F006,VH,RMTLABEL,TBVDHTL0242N,VD Black with  heat transfer,200,S0887,2025-01-23 00:00:00
F006,VH,RMTLABEL,TBVDHTL0275N,V Vanheusen Black,5500,S0869,2025-01-22 00:00:00
F006,VH,RMTLABEL,TBVDHTL0285N,VD SHRT SZ 38 HT LBL BLK WITH WHT Black,300,,
F006,VH,RMTLABEL,TBVDHTL0290N,VD SHRT SZ 46 HT LBL BLK WITH WHT Black,300,S0887,2025-01-23 00:00:00
F006,VH,RMTLABEL,TBVDHTL0293N,VD SHRT SZ 40 HT LBL WHT WITH Black Slim,320,S0904,2025-01-24 00:00:00
F006,VH,RMTLABEL,TBVDHTL0294N,VD SHRT SZ 42 HT LBL WHT WITH Black Slim,500,S0904,2025-01-23 00:00:00
F006,VH,RMTLABEL,TBVDHTL0297N,VD SHRT SZ 38 HT LBL WHT WITH BLK Skinny,780,S0908,2025-01-24 00:00:00
F006,VH,RMTLABEL,TBVDHTL0298N,VD SHRT SZ 39 HT LBL WHT WITH BLK Skinny,2000,S0908,2025-01-24 00:00:00
F006,VH,RMTLABEL,TBVDHTL0299N,VD SHRT SZ 40 HT LBL WHT WITH BLK Skinny,3500,S0908,2025-01-24 00:00:00
F006,VH,RMTLABEL,TBVDHTL0300N,VD SHRT SZ 42 HT LBL WHT WITH BLK Skinny,3500,S0908,2025-01-24 00:00:00
F006,VH,RMTLABEL,TBVDHTL0301N,VD SHRT SZ 44 HT LBL WHT WITH BLK Skinny,1600,S0908,2025-01-24 00:00:00
F006,VH,RMTLABEL,TBVDHTL0302N,VD SHRT SZ 46 HT LBL WHT WITH BLK Skinny,1000,S0908,2025-01-24 00:00:00
F006,VH,RMTLABEL,TBVDHTL0317N,V DOT SHRT HT STICKERS CLR BLK,22145,S0935,2025-01-28 00:00:00
F006,VH,RMTLABEL,TBVDHTL0322N,V DOT HD SILICON HT SZ 3CM CLR White OPT,13400,S0881,2025-02-01 00:00:00
F006,VH,RMTLABEL,TBVDHTL0323N,V DOT HD SILICON HT SZ 3CM CLR BLK OPT B,46510,S0881,2025-02-01 00:00:00
F006,VH,RMTLABEL,TBVDMNL0067N,VH 1819U223 BlaCK White logo Toplight,10714,S1589,2025-01-29 00:00:00
F006,VH,RMTLABEL,TBVDMNL0077N,celeb main label - As per image,3400,S1586,2025-01-29 00:00:00
F006,VH,RMTLABEL,TBVDMNL0092N,VH VH Black White neon Slim Fit 1625Â ,27565,S1597,2025-01-13 00:00:00
F006,VH,RMTLABEL,TBVDMNL0093N,VH VH Black White Rust Slim Fit 1625Â ,35197,S1596,2025-01-13 00:00:00
F006,VH,RMTLABEL,TBVDMNL0094N,VH Black Â  offee gold  Slim Fit  U1691Â,29806,S0735,2025-01-31 00:00:00
F006,VH,RMTLABEL,TBVDMNL0096N,VH Black  White  neon  Skinny Fit  U1687,2555,S0888,2025-01-23 00:00:00
F006,VH,RMTLABEL,TBVDMNL0097N,VH Black  White  Rust  Skinny Fit  U1687,24798,S1598,2025-01-13 00:00:00
F006,VH,RMTLABEL,TBVDMNL0165N,Vdot Trouser label Slim Fit / Black with,250,S0870,2025-01-22 00:00:00
F006,VH,RMTLABEL,TBVDMNL0198N,Vdot SNB label Slim Fit / Black with whi,200,S0967,2025-01-13 00:00:00
